8,"t","Honey Final Estimates 2003-2007: Released March 13, 2009, by the National Agricultural Statistics Service (NASS), Agricultural Statistics Board, U.S. Department of Agriculture."
8,"t","Honey:  Price by Color Class, United States, 2003-04 1/"
8,"h","","","","","","",""
8,"h","","Price","Price","Price","Price","Price","Price"
8,"h","","","","","","",""
8,"h","Color Class","Co-op and Private","Co-op and Private","Retail","Retail","All","All"
8,"h","","","","","","",""
8,"h","","2003","2004","2003","2004","2003","2004"
8,"h","","","","","","",""
8,"u","","Cents per Pound","Cents per Pound","Cents per Pound","Cents per Pound","Cents per Pound","Cents per Pound"
8,"d","Water White,",,,,,,
8,"d"," Extra White, White",141.1,106.6,185.8,177.7,143.5,109.6
8,"d","",,,,,,
8,"d","Extra Light Amber",132.6,100.6,180.8,145.8,136.5,105.6
8,"d","",,,,,,
8,"d","Light Amber,",,,,,,
8,"d"," Amber, Dark Amber",124.9,88.2,192.6,196.2,131.8,105.7
8,"d","",,,,,,
8,"d","All Other Honey,",,,,,,
8,"d"," Area Specialties",111.2,113.3,246.6,229.0,133.5,161.7
8,"d","",,,,,,
8,"d","All Honey",134.7,101.8,188.5,180.9,138.7,108.8
8,"c",""
8,"f","1/  Prices for each color class and marketing channel are derived by weighting the quantities sold."
9,"t","Honey Final Estimates 2003-2007: Released March 13, 2009, by the National Agricultural Statistics Service (NASS), Agricultural Statistics Board, U.S. Department of Agriculture."
9,"t","Honey:  Price by Color Class, United States, 2005-06 1/"
9,"h","","","","","","",""
9,"h","","Price","Price","Price","Price","Price","Price"
9,"h","","","","","","",""
9,"h","Color Class","Co-op and Private","Co-op and Private","Retail","Retail","All","All"
9,"h","","","","","","",""
9,"h","","2005","2006","2005","2006","2005","2006"
9,"h","","","","","","",""
9,"u","","Cents per Pound","Cents per Pound","Cents per Pound","Cents per Pound","Cents per Pound","Cents per Pound"
9,"d","Water White,",,,,,,
9,"d"," Extra White, White",85.9,95.9,181.3,175.6,89.5,98.2
9,"d","",,,,,,
9,"d","Extra Light Amber",81.9,92.5,176.0,176.0,92.6,100.5
9,"d","",,,,,,
9,"d","Light Amber,",,,,,,
9,"d"," Amber, Dark Amber",78.3,85.9,180.8,201.7,96.1,102.2
9,"d","",,,,,,
9,"d","All Other Honey,",,,,,,
9,"d"," Area Specialties",94.2,110.3,269.0,231.9,109.3,158.1
9,"d","",,,,,,
9,"d","All Honey",83.6,93.0,181.4,192.0,92.2,100.5
9,"c",""
9,"f","1/  Prices for each color class and marketing channel are derived by weighting the quantities sold."
10,"t","Honey Final Estimates 2003-2007: Released March 13, 2009, by the National Agricultural Statistics Service (NASS), Agricultural Statistics Board, U.S. Department of Agriculture."
10,"t","Honey:  Price by Color Class, United States, 2007 1/"
10,"h","","","",""
10,"h","","Price","Price","Price"
10,"h","","","",""
10,"h","Color Class","Co-op and Private","Retail","All"
10,"h","","","",""
10,"h","","2007","2007","2007"
10,"h","","","",""
10,"u","","Cents per Pound","Cents per Pound","Cents per Pound"
10,"d","Water White,",,,
10,"d"," Extra White, White",103.0,172.8,104.6
10,"d","",,,
10,"d","Extra Light Amber",97.5,188.0,106.4
10,"d","",,,
10,"d","Light Amber,",,,
10,"d"," Amber, Dark Amber",93.8,218.3,112.5
10,"d","",,,
10,"d","All Other Honey,",,,
10,"d"," Area Specialties",132.7,291.1,175.6
10,"d","",,,
10,"d","All Honey",99.9,204.6,107.7
10,"c",""
10,"f","1/  Prices for each color class and marketing channel are derived by weighting the quantities sold."
1,"t","Honey Final Estimates 2003-2007: Released March 13, 2009, by the National Agricultural Statistics Service (NASS), Agricultural Statistics Board, U.S. Department of Agriculture."
1,"t","Honey:  Number of Colonies, Yield, Production, Stocks, Price,"
1,"t","and Value by State and United States,  2003 1/"
1,"h","","","","","","",""
1,"h","","Honey","Yield","","","Average","Value"
1,"h","State","Producing","per","Production","Stocks","Price per","of"
1,"h","","Colonies 2/","Colony","","Dec 15 3/","Pound 4/","Production 5/"
1,"h","","","","","","",""
1,"u","","1,000","Pounds","1,000 Pounds","1,000 Pounds","Cents","1,000 Dollars"
1,"d","AL",13,82,1066,43,124,1322
1,"d","AZ",35,72,2520,983,134,3377
1,"d","AR",40,75,3000,810,126,3780
1,"d","CA",480,67,32160,6432,139,44702
1,"d","CO",24,86,2064,722,140,2890
1,"d","FL",210,71,14910,1491,132,19681
1,"d","GA",52,65,3380,270,128,4326
1,"d","HI",7,114,798,43,145,1157
1,"d","ID",100,46,4600,1380,133,6118
1,"d","IL",7,60,420,252,183,769
1,"d","IN",5,56,280,78,166,465
1,"d","IA",32,59,1888,868,142,2681
1,"d","KS",16,57,912,447,141,1286
1,"d","KY",5,48,240,14,167,401
1,"d","LA",34,90,3060,275,124,3794
1,"d","ME",8,33,264,145,141,372
1,"d","MD",2,42,84,21,193,162
1,"d","MI",65,74,4810,1732,141,6782
1,"d","MN",120,83,9960,1892,144,14342
1,"d","MS",21,69,1449,246,129,1869
1,"d","MO",17,53,901,189,141,1270
1,"d","MT",145,66,9570,1914,144,13781
1,"d","NE",45,74,3330,1299,138,4595
1,"d","NV",6,64,384,46,204,783
1,"d","NJ",10,19,190,101,160,304
1,"d","NM",6,41,246,108,120,295
1,"d","NY",67,72,4824,1640,136,6561
1,"d","NC",10,44,440,79,192,845
1,"d","ND",340,87,29580,6803,136,40229
1,"d","OH",15,50,750,278,140,1050
1,"d","OK",3,47,141,69,184,259
1,"d","OR",42,51,2142,964,127,2720
1,"d","PA",27,50,1350,419,144,1944
1,"d","SC",4,70,280,8,189,529
1,"d","SD",215,70,15050,2709,143,21522
1,"d","TN",6,40,240,46,152,365
1,"d","TX",140,67,9380,1126,140,13132
1,"d","UT",25,57,1425,157,128,1824
1,"d","VT",7,83,581,163,196,1139
1,"d","VA",6,37,222,69,168,373
1,"d","WA",58,56,3248,942,146,4742
1,"d","WV",8,47,376,194,189,711
1,"d","WI",74,77,5698,2678,147,8376
1,"d","WY",39,81,3159,474,141,4454
1,"d","",,,,,,
1,"d","Oth",,,,,,
1,"d"," Sts 6/",8,44,352,166,289,1017
1,"d","",,,,,,
1,"d","US 7/ 8/",2599,69.9,181724,40785,138.7,252051
1,"c",""
1,"f","1/  For producers with 5 or more colonies.  Colonies which produced honey in more than one State were counted in each State."
1,"f","2/  Honey producing colonies are the maximum number of colonies from which honey was taken during the year.  It is possible to take honey from colonies which did not survive the entire year."
1,"f","3/  Stocks held by producers."
1,"f","4/  Average price per pound based on expanded sales."
1,"f","5/  Value of production is equal to production multiplied by average price per pound."
1,"f","6/  CT, DE, MA, NH, and RI not published separately to avoid disclosing data for individual operations."
1,"f","7/  Due to rounding, total colonies multiplied by total yield may not equal production."
1,"f","8/  Summation of States will not equal U.S. level value of production."
2,"t","Honey Final Estimates 2003-2007: Released March 13, 2009, by the National Agricultural Statistics Service (NASS), Agricultural Statistics Board, U.S. Department of Agriculture."
2,"t","Honey:  Number of Colonies, Yield, Production, Stocks, Price,"
2,"t","and Value by State and United States, 2004 1/"
2,"h","","","","","","",""
2,"h","","Honey","Yield","","","Average","Value"
2,"h","State","Producing","per","Production","Stocks","Price per","of"
2,"h","","Colonies 2/","Colony","","Dec 15 3/","Pound 4/","Production 5/"
2,"h","","","","","","",""
2,"u","","1,000","Pounds","1,000 Pounds","1,000 Pounds","Cents","1,000 Dollars"
2,"d","AL",12,87,1044,282,141,1472
2,"d","AZ",32,55,1760,774,111,1954
2,"d","AR",40,57,2280,388,87,1984
2,"d","CA",390,45,17550,5792,105,18428
2,"d","CO",23,80,1840,791,135,2484
2,"d","FL",205,98,20090,2009,102,20492
2,"d","GA",63,49,3087,648,120,3704
2,"d","HI",8,96,768,77,159,1221
2,"d","ID",100,63,6300,2520,102,6426
2,"d","IL",7,55,385,193,186,716
2,"d","IN",7,59,413,145,147,607
2,"d","IA",35,67,2345,1337,106,2486
2,"d","KS",14,80,1120,683,118,1322
2,"d","KY",5,56,280,34,196,549
2,"d","LA",35,98,3430,240,79,2710
2,"d","ME",7,31,217,37,128,278
2,"d","MI",65,67,4355,2439,116,5052
2,"d","MN",135,75,10125,1924,108,10935
2,"d","MS",18,65,1170,421,79,924
2,"d","MO",16,41,656,151,136,892
2,"d","MT",140,77,10780,3773,108,11642
2,"d","NE",51,89,4539,2043,101,4584
2,"d","NV",14,55,770,316,178,1371
2,"d","NJ",12,27,324,45,140,454
2,"d","NM",8,44,352,127,119,419
2,"d","NY",64,67,4288,1887,136,5832
2,"d","NC",9,40,360,72,193,695
2,"d","ND",390,78,30420,9126,105,31941
2,"d","OH",16,58,928,353,153,1420
2,"d","OR",42,54,2268,1111,121,2744
2,"d","PA",30,54,1620,810,142,2300
2,"d","SD",215,105,22575,13545,101,22801
2,"d","TN",6,54,324,91,173,561
2,"d","TX",116,76,8816,1411,97,8552
2,"d","UT",24,70,1680,554,110,1848
2,"d","VT",6,68,408,192,151,616
2,"d","VA",7,38,266,69,210,559
2,"d","WA",56,63,3528,1376,98,3457
2,"d","WV",9,55,495,183,141,698
2,"d","WI",68,86,5848,2632,119,6959
2,"d","WY",39,75,2925,380,110,3218
2,"d","",,,,,,
2,"d","Oth",,,,,,
2,"d"," Sts 6/",15,51,765,222,242,1851
2,"d","",,,,,,
2,"d","US 7/ 8/",2554,71.8,183494,61203,108.8,199641
2,"c",""
2,"f","1/  For producers with 5 or more colonies.  Colonies which produced honey in more than one State were counted in each State."
2,"f","2/  Honey producing colonies are the maximum number of colonies from which honey was taken during the year.  It is possible to take honey from colonies which did not survive the entire year."
2,"f","3/  Stocks held by producers."
2,"f","4/  Average price per pound based on expanded sales."
2,"f","5/  Value of production is equal to production multiplied by average price per pound."
2,"f","6/  CT, DE, MD, MA, NH, OK, RI, and SC not published separately to avoid disclosing data for individual operations."
2,"f","7/  Due to rounding, total colonies multiplied by total yield may not equal production."
2,"f","8/  Summation of States will not equal U.S. level value of production."
3,"t","Honey Final Estimates 2003-2007: Released March 13, 2009, by the National Agricultural Statistics Service (NASS), Agricultural Statistics Board, U.S. Department of Agriculture."
3,"t","Honey:  Number of Colonies, Yield, Production, Stocks, Price,"
3,"t","and Value by State and United States, 2005 1/"
3,"h","","","","","","",""
3,"h","","Honey","Yield","","","Average","Value"
3,"h","State","Producing","per","Production","Stocks","Price per","of"
3,"h","","Colonies 2/","Colony","","Dec 15 3/","Pound 4/","Production 5/"
3,"h","","","","","","",""
3,"u","","1,000","Pounds","1,000 Pounds","1,000 Pounds","Cents","1,000 Dollars"
3,"d","AL",13,66,858,266,102,875
3,"d","AZ",36,50,1800,720,104,1872
3,"d","AR",36,69,2484,571,97,2409
3,"d","CA",400,75,30000,9300,86,25800
3,"d","CO",28,70,1960,902,97,1901
3,"d","FL",160,86,13760,2477,87,11971
3,"d","GA",59,49,2891,434,89,2573
3,"d","HI",9,131,1179,283,143,1686
3,"d","ID",95,37,3515,1793,80,2812
3,"d","IL",8,85,680,408,184,1251
3,"d","IN",8,64,512,189,118,604
3,"d","IA",28,88,2464,1232,121,2981
3,"d","KS",16,50,800,328,105,840
3,"d","KY",5,50,250,40,208,520
3,"d","LA",35,97,3395,611,72,2444
3,"d","ME",8,26,208,193,166,345
3,"d","MI",65,68,4420,2519,94,4155
